Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2019-02-25,1329.06,1332.59,1325.27,1328.15
2019-02-26,1327.54,1330.26,1323.59,1328.52
2019-02-27,1323.75,1329.95,1317.05,1321.01
2019-02-28,1319.88,1327.2,1311.05,1312.45
2019-03-01,1314.14,1315.24,1290.25,1291.39
2019-03-04,1290.36,1297.12,1283.02,1287.38
2019-03-05,1286.54,1290.01,1281.32,1288.48
2019-03-06,1287.79,1290.94,1283.69,1286.06
2019-03-07,1286.71,1289.08,1281.02,1285.07
2019-03-08,1286.07,1300.81,1285.31,1300.17
2019-03-11,1296.67,1299.19,1290.58,1293.71
2019-03-12,1293.01,1303.86,1292.11,1301.22
2019-03-13,1301,1311.31,1300.96,1308.9
2019-03-14,1309.9,1310.42,1292.95,1296.48
2019-03-15,1296.51,1306.46,1294.09,1302.25
2019-03-18,1302.31,1306.79,1298.3,1303.89
2019-03-19,1303.46,1310.95,1302.56,1306.05
2019-03-20,1306.85,1316.98,1298.78,1313.69
2019-03-21,1314.13,1320.26,1303.44,1309.36
2019-03-22,1309.2,1314.98,1306.92,1313.31
2019-03-25,1312.6,1324.58,1311.09,1321.84
2019-03-26,1322.26,1323.34,1312.78,1316.08
2019-03-27,1316.53,1319.35,1308.25,1309.78
2019-03-28,1309.65,1312.38,1288.69,1290.6
2019-03-29,1291.14,1299.83,1286.91,1292.3
2019-04-01,1292.46,1297.1,1286.53,1287.7
2019-04-02,1287.75,1292.75,1285.46,1292.5
2019-04-03,1292.55,1294.55,1288.41,1290.46
2019-04-04,1290.24,1294.45,1281.05,1291.7
2019-04-05,1292.32,1293.68,1284.58,1291.91
2019-04-08,1291.95,1303.76,1291.51,1298.22
2019-04-09,1297.71,1306.23,1296.69,1305.19
2019-04-10,1304.38,1310.63,1301.07,1306.86
2019-04-11,1308.37,1309.26,1289.74,1293.17
2019-04-12,1292.79,1295.84,1290.11,1290.34
2019-04-15,1291.42,1292.02,1282.63,1289
2019-04-16,1287.89,1288.78,1273.42,1276.9
2019-04-17,1276.88,1279.78,1273.16,1274.54
2019-04-18,1273.8,1277.72,1271.33,1275.77
2019-04-22,1275.64,1279.88,1273.2,1274.86
2019-04-23,1275.3,1276.57,1266.55,1271.78
2019-04-24,1272.3,1278.61,1268.86,1275.62
2019-04-25,1275.91,1282.66,1273.45,1276.71
2019-04-26,1277.19,1288.76,1274.6,1285.53
2019-04-29,1287.44,1287.44,1278.21,1280.79
2019-04-30,1280.1,1286.27,1279.87,1283.48
2019-05-01,1283.34,1287.29,1273.25,1277.63
2019-05-02,1276.95,1278.06,1266.48,1270.92
2019-05-03,1270.74,1282.61,1268.76,1278.29
2019-05-06,1278.94,1285.87,1276.88,1280.5
2019-05-07,1281.33,1286.13,1278.31,1281.78
2019-05-08,1284.41,1291.51,1279.51,1281.57
2019-05-09,1280.9,1288.21,1279.75,1283.91
2019-05-10,1284.23,1289.46,1283.26,1286.07
2019-05-13,1287.92,1301.27,1282.05,1299.23
2019-05-14,1300.09,1303.37,1293.81,1295.77
2019-05-15,1297.19,1300.93,1293.13,1296.51
2019-05-16,1296.65,1298.79,1284.22,1288
2019-05-17,1287.04,1288.99,1275.12,1278.08
2019-05-20,1277.62,1278.99,1273.75,1276.53
2019-05-21,1277.72,1278,1269.61,1274.68
2019-05-22,1274.79,1277.26,1272.57,1274.07
2019-05-23,1273.4,1287.3,1272.9,1284.02
2019-05-24,1281.05,1285.26,1280.87,1284.79
2019-05-27,1284.64,1287.44,1283.85,1285.11
2019-05-28,1285.28,1286.66,1276.25,1278.48
2019-05-29,1279.48,1285.57,1279.18,1281.65
2019-05-30,1280.28,1289.23,1275.11,1288.55
2019-05-31,1288.45,1306.98,1287.76,1305.87
2019-06-03,1307.21,1328.02,1306.16,1325.24
2019-06-04,1324.88,1329.11,1320.08,1325.53
2019-06-05,1325.36,1344.03,1324.61,1330.27
2019-06-06,1331.22,1339.85,1327.38,1335.32
2019-06-07,1335.56,1348.29,1330.38,1341.35
2019-06-10,1336.47,1337.74,1325.21,1327.98
2019-06-11,1327.95,1329.93,1319.96,1326.85
2019-06-12,1326.87,1338.32,1326.11,1333.54
2019-06-13,1333.98,1343.18,1332.46,1342.19
2019-06-14,1342.28,1358.14,1338.1,1341.08
2019-06-17,1342.07,1343.23,1333.11,1339.65
2019-06-18,1340.11,1354.54,1338.73,1346.58
2019-06-19,1346.56,1362.64,1341.52,1360.36
2019-06-20,1360.42,1393.67,1357.81,1388.51
2019-06-21,1387.56,1410.88,1382.63,1399.03
2019-06-24,1400.48,1421.4,1400.11,1419.7
2019-06-25,1419.71,1438.8,1412.12,1423.44
2019-06-26,1423.84,1424.45,1402.3,1408.98
2019-06-27,1409.59,1412.21,1399.03,1409.76
2019-06-28,1409.96,1424.62,1405.98,1411.07
2019-07-01,1398.55,1398.55,1381.89,1384.2
2019-07-02,1383.97,1421.01,1383.39,1418.62
2019-07-03,1421.68,1437.74,1412.53,1418.41
2019-07-04,1419.25,1421.76,1410.38,1415.19
2019-07-05,1415.41,1424.3,1387.04,1400.78
2019-07-08,1398.73,1407.66,1391.93,1395.52
2019-07-09,1395.41,1400.02,1386.31,1397.57
2019-07-10,1397.47,1418.98,1390.02,1418.93
2019-07-11,1418.75,1427.06,1401.34,1403.83
2019-07-12,1404.51,1416.95,1403.27,1414.63
2019-07-15,1415.76,1419.78,1407.86,1414.1
2019-07-16,1414.64,1418.28,1401.11,1406.08
2019-07-17,1406.28,1426.84,1400.31,1426.51
2019-07-18,1426.86,1448.1,1414.82,1446.08
2019-07-19,1447.07,1452.81,1420.57,1425.7
2019-07-22,1427.78,1429.77,1422.46,1424.89
2019-07-23,1425.32,1429.85,1414.38,1417.86
2019-07-24,1417.92,1429.52,1416.43,1425.85
2019-07-25,1425.83,1433.78,1411.2,1414.6
2019-07-26,1414.32,1424.88,1413.71,1416.66
2019-07-29,1419.32,1428.18,1415.63,1426.84
2019-07-30,1426.96,1433.19,1422.4,1430.84
2019-07-31,1431.15,1434.43,1411.01,1413.73
2019-08-01,1413.05,1446.05,1400.6,1445.09
2019-08-02,1445.72,1448.83,1430.42,1440.97
2019-08-05,1440,1469.82,1436.98,1464
2019-08-06,1468.76,1474.99,1456.6,1474.35
2019-08-07,1474.45,1510.1,1472.35,1501.13
2019-08-08,1500.33,1509.44,1490.17,1500.86
2019-08-09,1505.69,1509.06,1494.96,1498.48
2019-08-12,1498,1519.82,1487.68,1511.22
2019-08-13,1511.2,1534.95,1480.29,1501.5
2019-08-14,1502.1,1524.03,1494.58,1516.33
2019-08-15,1516.64,1527.09,1508.31,1523.31
2019-08-16,1523.56,1527.95,1504.18,1514.49
2019-08-19,1512.6,1513.05,1493.32,1496.07
2019-08-20,1495.87,1508.46,1493.18,1507.19
2019-08-21,1507.55,1508.12,1496.71,1502.58
2019-08-22,1502.54,1504.49,1492.57,1498.12
2019-08-23,1498.6,1530.11,1493.62,1528.7
2019-08-26,1539.19,1555.16,1525.29,1527.4
2019-08-27,1527.7,1544.68,1526.01,1542.79
2019-08-28,1542.13,1546.86,1532.07,1538.95
2019-08-29,1539.17,1550.42,1519.93,1527.65
2019-08-30,1527.9,1533.19,1517.12,1523.72
2019-09-02,1528.45,1533.97,1519.47,1529.28
2019-09-03,1529.55,1549.7,1521.76,1547.13
2019-09-04,1547.19,1557.1,1533.99,1552.54
2019-09-05,1552.02,1553.05,1506.88,1519.06
2019-09-06,1518.5,1527.89,1502.93,1505.78
2019-09-09,1508.1,1515.54,1497.75,1499.2
2019-09-10,1498.98,1500.9,1484.7,1485.8
2019-09-11,1485.9,1498.29,1485.3,1497.04
2019-09-12,1497.58,1524.27,1489.39,1499.27
2019-09-13,1498.9,1509.04,1485.74,1486.81
2019-09-16,1505.82,1512.14,1496.02,1497.6
2019-09-17,1498.41,1507.16,1493.59,1501.37
2019-09-18,1501.55,1511.24,1484.46,1493.96
2019-09-19,1494,1504.39,1489.13,1499.03
2019-09-20,1499.31,1517.1,1498.01,1516.36
2019-09-23,1514.48,1526.86,1511.47,1522.3
2019-09-24,1522.44,1535.7,1515.9,1531.77
2019-09-25,1531.61,1535.17,1500.66,1503.95
2019-09-26,1504.01,1512.34,1501.32,1504.83
2019-09-27,1505,1507.45,1487.1,1496.62
2019-09-30,1495.16,1499.85,1464.64,1472.72
2019-10-01,1472.34,1487.24,1459.25,1479.13
2019-10-02,1478.94,1504.96,1474.69,1499.43
2019-10-03,1499.58,1519.44,1495.97,1505.19
2019-10-04,1505.15,1513.86,1496.18,1505.16
2019-10-07,1512.54,1512.54,1488.17,1493.44
2019-10-08,1493.57,1509.46,1487.25,1505.54
2019-10-09,1505.8,1511.86,1499.98,1505.57
2019-10-10,1505.86,1516.98,1491.33,1494.14
2019-10-11,1494.23,1503.24,1474.1,1485.84
2019-10-14,1488.2,1497.08,1482.93,1493.25
2019-10-15,1493.4,1498.28,1477.53,1481.08
2019-10-16,1481.25,1491.53,1477.23,1490.08
2019-10-17,1490.4,1497.36,1483.46,1491.9
2019-10-18,1492.1,1494.18,1484.98,1490.63
2019-10-21,1491.58,1495.21,1481.92,1484.5
2019-10-22,1485.08,1489.02,1481.02,1487.64
2019-10-23,1488.01,1496.4,1487.61,1492.13
2019-10-24,1492.03,1504.05,1488.15,1503.95
2019-10-25,1503.82,1517.99,1500.72,1505.77
2019-10-28,1503.26,1508.26,1490.17,1492.59
2019-10-29,1492.11,1494.87,1483.66,1488.35
2019-10-30,1487.4,1496.64,1481.33,1496.54
2019-10-31,1495.68,1514.26,1494.04,1513.17
2019-11-01,1512.4,1515.88,1503.51,1514.34
2019-11-04,1513.33,1514.8,1504.52,1509.83
2019-11-05,1509.51,1509.75,1479.88,1483.61
2019-11-06,1482.95,1494.13,1482.49,1490.58
2019-11-07,1490.17,1492.24,1460.7,1468.51
2019-11-08,1468.62,1472.95,1456.34,1458.8
2019-11-11,1459.01,1466.49,1448.3,1455.82
2019-11-12,1455.18,1460.45,1445.78,1456.3
2019-11-13,1456.24,1467.13,1455.9,1463.55
2019-11-14,1463.47,1474.65,1461.3,1471.36
2019-11-15,1471.29,1471.46,1462.55,1466.91
2019-11-18,1467.83,1473.97,1456.49,1471.4
2019-11-19,1471.48,1475.55,1464.97,1472.46
2019-11-20,1472.53,1478.87,1465.8,1471.6
2019-11-21,1474.9,1475.69,1462.5,1464.46
2019-11-22,1464.26,1473.26,1461.52,1462.16
2019-11-25,1460.69,1462.18,1454.18,1455.28
2019-11-26,1455.05,1462.91,1450.25,1461.36
2019-11-27,1461.69,1461.99,1452.79,1454.44
2019-11-28,1454.72,1458.34,1454.46,1455.86
2019-11-29,1455.54,1466.61,1453.11,1464.02
2019-12-02,1464.07,1465.07,1454.05,1462.39
2019-12-03,1462.25,1481.76,1459.89,1477.49
2019-12-04,1477.35,1484.07,1471.53,1474.62
2019-12-05,1474.74,1480.41,1473.06,1476.07
2019-12-06,1475.8,1479.34,1458.86,1460.61
2019-12-09,1459.65,1465.37,1458.8,1461.62
2019-12-10,1461.72,1469.19,1460.17,1464.35
2019-12-11,1463.98,1478.78,1462.96,1474.72
2019-12-12,1474.82,1486.78,1464.28,1469.84
2019-12-13,1467.23,1478.01,1462.58,1476.61
2019-12-16,1475.65,1479.83,1473.28,1476.19
2019-12-17,1476.05,1480.68,1474.25,1476.16
2019-12-18,1476.13,1479.33,1470.61,1475.48
2019-12-19,1475.6,1481.73,1473.37,1478.75
2019-12-20,1478.76,1481.01,1475.93,1477.58
2019-12-23,1478.5,1486.2,1477.58,1485.77
2019-12-24,1485.55,1500.64,1484.47,1499.56
2019-12-26,1500.15,1512.55,1497.61,1511.29
2019-12-27,1511.12,1515.35,1507.44,1510.86
2019-12-30,1511.63,1516.17,1510.88,1515.12
2019-12-31,1514.89,1525.31,1514.73,1517.305
2020-01-02,1518.17,1531.32,1517.32,1529.14
